_time,eventcount,firstpage,theugid,thedevice,isloggedin_r,time_hhmmss_r,login_or_create
2016-02-22T20:30:32.019-0500,7,wish,4c91a5d51530af5b0114491,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","20:30:32,20:30:32,20:30:32,20:30:46,20:30:48,20:30:58,20:31:01","N,N,N,L,N,L,N"
2016-02-22T20:26:08.623-0500,5,wish,7600a6ad14f4a92939c7d76,MOBILE,"user by-session,user by-session,user by-session,user by-session,user","20:26:08,20:26:11,20:26:12,20:26:48,20:27:08","N,N,N,C,N"
2016-02-22T20:12:39.754-0500,3,wish,4c91a5d51530af5b011301e,TABLET,"user by-session,user by-session,user by-session","20:12:39,20:12:40,20:12:41","N,N,N"
2016-02-22T20:02:41.866-0500,7,wish,3eb3467f1530af7c5581960,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","20:02:41,20:02:41,20:02:42,20:02:52,20:02:55,20:03:11,20:03:27","N,N,N,L,N,C,N"
2016-02-22T19:53:10.182-0500,11,wish,63b7ef9514f92a7f4215f08,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","19:53:10,19:53:10,19:53:11,19:53:23,19:53:26,19:53:44,19:53:47,19:53:55,19:54:03,19:55:24,19:55:27","N,N,N,L,N,L,N,L,N,N,N"
2016-02-22T19:45:13.897-0500,3,wish,235d7f10150961c613863c5,MOBILE,"user by-session,user by-session,user by-session","19:45:13,19:45:14,19:45:14","N,N,N"
2016-02-22T19:44:02.930-0500,5,wish,766780561528ecd9938c6d,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","19:44:02,19:44:03,19:44:03,19:44:26,19:45:05","N,N,N,C,N"
2016-02-22T19:43:03.103-0500,3,wish,235d7f10150961c613863c5,MOBILE,"user by-session,user by-session,user by-session","19:43:03,19:43:03,19:43:04","N,N,N"
2016-02-22T19:42:19.757-0500,5,wish,4c91a5d51530af5b0111161,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","19:42:19,19:42:19,19:42:20,19:42:27,19:42:29","N,N,N,L,L"
2016-02-22T19:33:22.099-0500,3,wish,3eb3467f1530af7c55840c,DESKTOP,"user by-session,user by-session,user by-session","19:33:22,19:33:22,19:33:22","N,N,N"
2016-02-22T19:32:22.922-0500,3,wish,4c91a5d51530af5b011bf6,MOBILE,"user by-session,user by-session,user by-session","19:32:22,19:32:23,19:32:23","N,N,N"
2016-02-22T19:30:08.126-0500,2,wish,4c91a5d51530af5b0117b2,DESKTOP,"user by-session,user by-session","19:30:08,19:30:12","N,N"
2016-02-22T19:30:06.445-0500,2,wish,4c91a5d51530af5b0117b2,DESKTOP,"user by-session,user by-session","19:30:06,19:30:07","N,N"
2016-02-22T19:27:17.372-0500,4,wish,3eb3467f1530af7c55889,MOBILE,"user by-session,user by-session,user by-session,user by-session","19:27:17,19:27:17,19:27:17,19:29:09","N,N,N,C"
2016-02-22T19:24:38.905-0500,11,wish,3eb3467f1530af7c5585d2,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","19:24:38,19:24:38,19:24:39,19:24:47,19:24:50,19:24:56,19:24:58,19:25:03,19:25:05,19:26:01,19:26:06","N,N,N,L,N,L,N,L,N,N,L"
2016-02-22T19:21:53.597-0500,3,wish,3eb3467f1530af7c558346,MOBILE,"user by-session,user by-session,user by-session","19:21:53,19:21:54,19:21:54","N,N,N"
2016-02-22T19:14:48.043-0500,3,wish,3eb3467f1530af7c5588f9,MOBILE,"user by-session,user by-session,user by-session","19:14:48,19:14:48,19:14:49","N,N,N"
2016-02-22T19:04:09.972-0500,3,wish,4c91a5d51530af5b011ebd,DESKTOP,"user by-session,user by-session,user by-session","19:04:09,19:04:10,19:04:11","N,N,N"
2016-02-22T18:58:58.701-0500,3,wish,71de9e8c151a7e6ceee3b7e,DESKTOP,"user by-session,user by-session,user by-session","18:58:58,18:58:58,18:58:59","N,N,N"
2016-02-22T18:55:08.541-0500,9,wish,6253198c152323bdfb464d9,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","18:55:08,18:55:08,18:55:09,18:55:29,18:55:31,18:56:14,18:56:30,18:56:34,18:56:34","N,N,N,L,N,C,N,N,N"
2016-02-22T18:53:00.467-0500,7,wish,31b2f3ea15306c250402334,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","18:53:00,18:53:00,18:53:01,18:53:10,18:53:13,18:53:39,18:54:07","N,N,N,L,N,C,N"
2016-02-22T18:49:54.194-0500,3,wish,413961f61528ecea31626e6,TABLET,"user by-session,user by-session,user by-session","18:49:54,18:49:54,18:49:55","N,N,N"
2016-02-22T18:46:31.116-0500,11,wish,3eb3467f1530af7c558219a,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user,user","18:46:31,18:46:31,18:46:32,18:47:00,18:47:03,18:47:18,18:47:51,18:47:57,18:48:00,18:48:00,18:49:19","N,N,N,L,N,L,N,N,N,N,N"
2016-02-22T18:45:23.963-0500,5,wish,4c91a5d51530af5b0111fce,MOBILE,"user by-session,user by-session,user by-session,user by-session,user","18:45:23,18:45:24,18:45:25,18:46:10,18:47:20","N,N,N,C,N"
2016-02-22T18:38:09.540-0500,5,wish,6c095aa815149cbc4ac1989,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","18:38:09,18:38:09,18:38:10,18:38:26,18:38:37","N,N,N,C,N"
2016-02-22T18:32:52.415-0500,7,wish,3eb3467f1530af7c5582e26,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","18:32:52,18:32:52,18:32:52,18:33:27,18:33:42,18:34:17,18:34:52","N,N,N,N,N,N,N"
2016-02-22T18:19:03.163-0500,3,wish,3eb3467f1530af7c55837e6,DESKTOP,"user by-session,user by-session,user by-session","18:19:03,18:19:03,18:19:03","N,N,N"
2016-02-22T18:12:01.245-0500,6,wish,3eb3467f1530af7c558471e,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","18:12:01,18:12:01,18:12:02,18:12:37,18:13:01,18:13:19","N,N,N,C,N,N"
2016-02-22T18:11:40.897-0500,7,wish,3eb3467f1530af7c5584366,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","18:11:40,18:11:41,18:11:42,18:11:58,18:12:01,18:12:26,18:12:53","N,N,N,L,N,C,N"
2016-02-22T18:11:38.116-0500,5,wish,21d7fcd7152ccd833073320,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","18:11:38,18:11:38,18:11:39,18:12:56,18:12:58","N,N,N,L,N"
2016-02-22T18:11:23.156-0500,7,wish,4c91a5d51530af5b0113fb7,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","18:11:23,18:11:23,18:11:23,18:11:29,18:11:31,18:11:33,18:11:33","N,N,N,L,N,N,N"
2016-02-22T18:10:48.624-0500,10,wish,6b355b6514d04a051bb21c7,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user","18:10:48,18:10:48,18:10:50,18:11:27,18:11:33,18:11:54,18:11:56,18:13:21,18:14:53,18:15:36","N,N,N,C,N,L,N,L,N,N"
2016-02-22T18:08:14.997-0500,3,wish,21d7fcd7152ccd833073320,DESKTOP,"user by-session,user by-session,user by-session","18:08:14,18:08:15,18:08:15","N,N,N"
2016-02-22T18:03:27.748-0500,3,wish,4b1d3c4e1512cba1e4d1ed9,DESKTOP,"user by-session,user by-session,user by-session","18:03:27,18:03:27,18:03:29","N,N,N"
2016-02-22T17:58:56.845-0500,18,wish,4c91a5d51530af5b011409d,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user,user,user,user,user,user,user,user,user","17:58:56,17:58:57,17:58:58,17:59:22,17:59:25,18:00:10,18:00:28,18:01:10,18:01:10,18:01:51,18:01:51,18:01:51,18:02:00,18:02:00,18:02:00,18:02:57,18:02:57,18:02:58","N,N,N,L,N,L,N,N,N,N,N,N,N,N,N,N,N,N"
2016-02-22T17:57:51.072-0500,5,wish,3eb3467f1530af7c55864bc,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","17:57:51,17:57:51,17:57:51,17:57:59,17:58:40","N,N,N,L,N"
2016-02-22T17:53:09.778-0500,4,wish,3eb3467f1530a0931abfa5,DESKTOP,"user by-session,user by-session,user by-session,user by-session","17:53:09,17:53:09,17:53:11,17:53:21","N,N,N,L"
2016-02-22T17:37:42.985-0500,11,wish,3eb3467f1530af7c5585de9,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:37:42,17:37:43,17:37:43,17:37:48,17:38:37,17:38:50,17:39:40,17:40:34,17:41:37,17:41:58,17:42:15","N,N,N,N,N,N,N,N,N,N,N"
2016-02-22T17:36:38.581-0500,3,wish,4c91a5d51530af5b0115638,DESKTOP,"user by-session,user by-session,user by-session","17:36:38,17:36:38,17:36:39","N,N,N"
2016-02-22T17:28:10.246-0500,17,wish,4c91a5d51530af5b0115c1c,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:28:10,17:28:10,17:28:12,17:28:28,17:28:31,17:28:45,17:28:48,17:29:06,17:29:08,17:30:11,17:30:15,17:31:11,17:31:15,17:31:37,17:31:41,17:31:59,17:32:02","N,N,N,L,N,L,N,L,N,L,N,L,N,L,N,L,N"
2016-02-22T17:23:15.974-0500,4,wish,3eb3467f1530af7c5587e3e,DESKTOP,"user by-session,user by-session,user by-session,user by-session","17:23:15,17:23:16,17:23:16,17:25:58","N,N,N,N"
2016-02-22T17:17:39.627-0500,6,wish,cb7d0d7152c1ebe925bb,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:17:39,17:17:39,17:17:40,17:18:32,17:18:37,17:19:21","N,N,N,C,N,L"
2016-02-22T17:11:09.709-0500,4,wish,4c91a5d51530a0bd018752f,DESKTOP,"user by-session,user by-session,user by-session,user by-session","17:11:09,17:11:09,17:11:10,17:11:20","N,N,N,L"
2016-02-22T17:05:05.455-0500,3,wish,6077c4b3151e31fb4e1198b,DESKTOP,"user by-session,user by-session,user by-session","17:05:05,17:05:05,17:05:06","N,N,N"
2016-02-22T17:03:47.773-0500,10,wish,3cd1f876152546620926974,TABLET,"user by-session,user by-session,user by-session,user by-session,user,user,user,user,user,user","17:03:47,17:03:47,17:03:48,17:04:24,17:05:54,17:05:54,17:05:54,17:07:49,17:07:49,17:07:49","N,N,N,C,N,N,N,N,N,N"
2016-02-22T17:02:41.272-0500,1,wish,3eb3467f1530af7c55876c9,MOBILE,user by-session,17:02:41,N
2016-02-22T17:02:40.638-0500,5,wish,3eb3467f1530af7c55876ce,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session","17:02:40,17:02:41,17:02:43,17:02:45,17:02:45","N,N,N,N,N"
2016-02-22T17:02:40.598-0500,1,wish,3eb3467f1530af7c55876cd,MOBILE,user by-session,17:02:40,N
2016-02-22T16:58:11.015-0500,7,wish,3eb3467f1530af7c5587aea,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","16:58:11,16:58:11,16:58:12,16:58:26,16:58:26,16:58:29,16:58:31","N,N,N,N,N,N,N"
2016-02-22T16:58:01.619-0500,3,wish,3eb3467f1530af7c5587aea,DESKTOP,"user by-session,user by-session,user by-session","16:58:01,16:58:01,16:58:05","N,N,N"
2016-02-22T16:57:51.806-0500,7,wish,3eb3467f1530af7c5587eab,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user,user","16:57:51,16:57:52,16:57:52,16:59:03,16:59:52,16:59:52,16:59:53","N,N,N,C,N,N,N"
2016-02-22T16:49:13.060-0500,7,wish,4f959c551520c50c92e8a0,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user,user","16:49:13,16:49:13,16:49:14,16:49:46,16:51:19,16:51:19,16:51:19","N,N,N,L,N,N,N"
2016-02-22T16:47:57.065-0500,4,wish,5bc36e2615266f38c602f6,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:47:57,16:47:57,16:47:58,16:48:05","N,N,N,L"
2016-02-22T16:47:46.399-0500,6,wish,1b843ea11517dfe388afa0,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","16:47:46,16:47:46,16:47:46,16:48:04,16:48:11,16:49:09","N,N,N,L,N,C"
2016-02-22T16:45:33.004-0500,5,wish,3eb3467f1530a0931ab766c,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","16:45:33,16:45:33,16:45:33,16:45:41,16:45:57","N,N,N,C,N"
2016-02-22T16:45:12.878-0500,3,wish,634e3ddc152cae3696645cd,TABLET,"user by-session,user by-session,user by-session","16:45:12,16:45:13,16:45:13","N,N,N"
2016-02-22T16:39:04.351-0500,9,wish,3eb3467f1530a0931ab6454,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","16:39:04,16:39:04,16:39:05,16:39:15,16:39:18,16:39:38,16:39:52,16:39:57,16:40:01","N,N,N,C,N,C,N,N,N"
2016-02-22T16:37:33.878-0500,4,wish,3eb3467f1530a0931ab6f73,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:37:33,16:37:33,16:37:35,16:40:37","N,N,N,C"
2016-02-22T16:35:51.744-0500,3,wish,2cefbe5c1526ad797505353,DESKTOP,"user by-session,user by-session,user by-session","16:35:51,16:35:51,16:35:52","N,N,N"
2016-02-22T16:33:54.786-0500,3,wish,e6bf647152d630af76279c,DESKTOP,"user by-session,user by-session,user by-session","16:33:54,16:33:54,16:33:55","N,N,N"
2016-02-22T16:32:47.767-0500,10,wish,3eb3467f1530a0931ab6d6c,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","16:32:47,16:32:47,16:32:48,16:32:55,16:32:55,16:33:23,16:33:26,16:34:53,16:34:54,16:35:39","N,N,N,N,N,L,N,C,N,L"
2016-02-22T16:32:14.123-0500,4,wish,4c91a5d51530a0bd018591e,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:32:14,16:32:14,16:32:14,16:32:26","N,N,N,L"
2016-02-22T16:22:57.935-0500,6,wish,3eb3467f1530a0931ab6181,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","16:22:57,16:22:58,16:22:58,16:24:11,16:24:32,16:25:16","N,N,N,C,N,N"
2016-02-22T16:22:20.640-0500,11,wish,4c91a5d51530a0bd0184d77,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user,user,user","16:22:20,16:22:20,16:22:20,16:22:28,16:22:30,16:22:35,16:22:36,16:22:39,16:22:48,16:22:54,16:22:56","N,N,N,L,L,N,N,N,N,N,N"
2016-02-22T16:21:27.182-0500,3,wish,4c91a5d51530a0bd018591e,DESKTOP,"user by-session,user by-session,user by-session","16:21:27,16:21:27,16:21:27","N,N,N"
2016-02-22T16:20:38.736-0500,7,wish,4c91a5d51530a0bd0185d6b,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","16:20:38,16:20:38,16:20:39,16:20:58,16:21:01,16:21:29,16:21:57","N,N,N,L,N,C,N"
2016-02-22T16:19:05.791-0500,4,wish,3eb3467f1530a0931ab5890,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:19:05,16:19:05,16:19:06,16:19:14","N,N,N,L"
2016-02-22T16:15:25.080-0500,9,wish,28606be150d22cd516b4e,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","16:15:25,16:15:25,16:15:25,16:15:31,16:15:34,16:15:44,16:15:57,16:15:58,16:15:58","N,N,N,L,N,C,N,N,N"
2016-02-22T16:14:39.808-0500,6,wish,3eb3467f1530a0931ab55e1,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","16:14:39,16:14:40,16:14:42,16:14:51,16:14:54,16:15:18","N,N,N,L,N,C"
2016-02-22T16:14:10.415-0500,3,wish,4c91a5d51530a0bd01846f5,DESKTOP,"user by-session,user by-session,user by-session","16:14:10,16:14:10,16:14:11","N,N,N"
2016-02-22T16:11:32.881-0500,5,wish,69e08321152e5fbc1fd470c,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","16:11:32,16:11:33,16:11:33,16:11:52,16:11:54","N,N,N,L,N"
2016-02-22T16:11:28.238-0500,9,wish,4c91a5d51530a0bd0184ee4,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","16:11:28,16:11:28,16:11:28,16:11:33,16:11:34,16:12:01,16:12:16,16:12:21,16:12:23","N,N,N,C,N,C,N,N,N"
2016-02-22T16:09:32.036-0500,5,wish,4c91a5d51530a0bd01854bb,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session","16:09:32,16:09:32,16:09:32,16:09:49,16:12:06","N,N,N,N,N"
2016-02-22T16:08:08.951-0500,3,wish,4c91a5d51530a0bd01851ed,MOBILE,"user by-session,user by-session,user by-session","16:08:08,16:08:09,16:08:11","N,N,N"
2016-02-22T15:56:43.350-0500,3,wish,3eb3467f1530a0931ab46b3,DESKTOP,"user by-session,user by-session,user by-session","15:56:43,15:56:43,15:56:44","N,N,N"
2016-02-22T15:46:50.339-0500,3,wish,3eb3467f1530a0931ab38af,DESKTOP,"user by-session,user by-session,user by-session","15:46:50,15:46:50,15:46:51","N,N,N"
2016-02-22T15:44:55.168-0500,3,wish,3eb3467f1530a0931ab3ae9,DESKTOP,"user by-session,user by-session,user by-session","15:44:55,15:44:55,15:44:55","N,N,N"
2016-02-22T15:28:17.706-0500,5,wish,3eb3467f1530a0931ab2cac,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","15:28:17,15:28:17,15:28:18,15:28:22,15:28:31","N,N,N,L,N"
2016-02-22T15:26:49.258-0500,3,wish,3eb3467f1530a0931ab2847,DESKTOP,"user by-session,user by-session,user by-session","15:26:49,15:26:49,15:26:49","N,N,N"
2016-02-22T15:26:07.229-0500,4,wish,3eb3467f1530a0931ab2119,MOBILE,"user by-session,user by-session,user by-session,user by-session","15:26:07,15:26:07,15:26:07,15:26:14","N,N,N,N"
2016-02-22T15:19:24.718-0500,6,wish,3273fc5614d668420c84cf0,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","15:19:24,15:19:24,15:19:25,15:19:36,15:19:38,15:20:02","N,N,N,L,N,C"
2016-02-22T15:18:33.833-0500,10,wish,4c91a5d51530a0bd0182190,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user","15:18:33,15:18:33,15:18:34,15:18:55,15:19:00,15:19:18,15:19:20,15:19:27,15:19:59,15:20:47","N,N,N,C,N,L,N,L,N,N"
2016-02-22T15:17:28.548-0500,8,wish,4c91a5d51530a0bd01810d1,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","15:17:28,15:17:28,15:17:29,15:17:56,15:17:56,15:18:14,15:18:15,15:18:27","N,N,N,C,N,N,N,N"
2016-02-22T15:17:06.359-0500,2,wish,17897adf15103fdff033288,DESKTOP,"user by-session,user by-session","15:17:06,15:17:08","N,N"
2016-02-22T15:17:05.971-0500,2,wish,17897adf15103fdff033288,DESKTOP,"user by-session,user by-session","15:17:05,15:17:06","N,N"
2016-02-22T15:08:23.485-0500,4,wish,4c91a5d51530a0bd01819bc,MOBILE,"user by-session,user by-session,user by-session,user by-session","15:08:23,15:08:23,15:08:24,15:09:58","N,N,N,N"
2016-02-22T15:04:50.404-0500,4,wish,4c91a5d51530a0bd0181647,MOBILE,"user by-session,user by-session,user by-session,user by-session","15:04:50,15:04:50,15:04:51,15:05:05","N,N,N,L"
2016-02-22T14:44:42.650-0500,7,wish,4c91a5d51530a0bd018271,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user,user","14:44:42,14:44:42,14:44:43,14:45:23,14:45:45,14:45:46,14:45:48","N,N,N,C,N,N,N"
2016-02-22T14:39:27.679-0500,6,wish,6d185aa115305d2b41a107c,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","14:39:27,14:39:27,14:39:27,14:41:45,14:42:14,14:42:41","N,N,N,N,N,N"
2016-02-22T14:37:32.983-0500,3,wish,4c91a5d51530a0bd0184596,DESKTOP,"user by-session,user by-session,user by-session","14:37:32,14:37:33,14:37:33","N,N,N"
2016-02-22T14:37:22.526-0500,3,wish,4c91a5d51530a0bd018466,DESKTOP,"user by-session,user by-session,user by-session","14:37:22,14:37:22,14:37:23","N,N,N"
2016-02-22T14:35:06.270-0500,3,wish,3eb3467f1530a0931ab8e1,DESKTOP,"user by-session,user by-session,user by-session","14:35:06,14:35:06,14:35:06","N,N,N"
2016-02-22T14:31:52.681-0500,5,wish,3eb3467f1530a0931ab12e9,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","14:31:52,14:31:53,14:31:56,14:32:16,14:35:47","N,N,N,C,N"
2016-02-22T14:30:44.839-0500,8,wish,4c91a5d51530a0bd0182ad8,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","14:30:44,14:30:45,14:30:47,14:30:54,14:30:58,14:31:08,14:31:12,14:31:18","N,N,N,L,N,L,N,L"
2016-02-22T14:30:24.359-0500,3,wish,3eb3467f1530a0931abd4b,DESKTOP,"user by-session,user by-session,user by-session","14:30:24,14:30:24,14:30:24","N,N,N"
2016-02-22T14:22:50.563-0500,3,wish,3eb3467f1530a0931ab18d9,DESKTOP,"user by-session,user by-session,user by-session","14:22:50,14:22:50,14:22:51","N,N,N"
2016-02-22T14:22:39.299-0500,3,wish,3eb3467f1530a0931ab1441,DESKTOP,"user by-session,user by-session,user by-session","14:22:39,14:22:39,14:22:39","N,N,N"
2016-02-22T14:22:31.819-0500,3,wish,3eb3467f1530a0931ab1441,DESKTOP,"user by-session,user by-session,user by-session","14:22:31,14:22:31,14:22:32","N,N,N"
2016-02-22T14:19:15.285-0500,3,wish,4c91a5d51530a0bd018443b,TABLET,"user by-session,user by-session,user by-session","14:19:15,14:19:15,14:19:16","N,N,N"
2016-02-22T14:19:08.014-0500,5,wish,4c91a5d51530a0bd01822fd,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session","14:19:08,14:19:08,14:19:08,14:19:36,14:20:44","N,N,N,N,N"
2016-02-22T14:14:40.025-0500,9,wish,4c91a5d51530a0bd01822fd,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","14:14:40,14:14:40,14:14:40,14:16:05,14:16:08,14:16:08,14:17:43,14:17:44,14:17:52","N,N,N,C,C,N,N,N,N"
2016-02-22T14:13:56.082-0500,3,wish,286cfa441515ec738fc6fd6,DESKTOP,"user by-session,user by-session,user by-session","14:13:56,14:13:56,14:13:56","N,N,N"
2016-02-22T14:06:04.850-0500,4,wish,a16a3e4152898f615dbcf,DESKTOP,"user by-session,user by-session,user by-session,user by-session","14:06:04,14:06:04,14:06:05,14:06:16","N,N,N,L"
2016-02-22T13:51:26.424-0500,3,wish,4c91a5d51530a0bd0184c46,DESKTOP,"user by-session,user by-session,user by-session","13:51:26,13:51:27,13:51:29","N,N,N"
2016-02-22T13:50:55.127-0500,6,wish,11f099b1152de0bdef3177d,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","13:50:55,13:50:55,13:50:56,13:51:22,13:51:53,13:51:57","N,N,N,C,N,N"
2016-02-22T13:49:40.859-0500,3,wish,3eb3467f1530a0931ab3b2a,DESKTOP,"user by-session,user by-session,user by-session","13:49:40,13:49:41,13:49:44","N,N,N"
2016-02-22T13:45:13.836-0500,7,wish,4c91a5d51530a0bd0183aca,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","13:45:13,13:45:14,13:45:15,13:45:51,13:45:54,13:46:12,13:46:13","N,N,N,L,N,N,N"
2016-02-22T13:44:42.749-0500,4,wish,3eb3467f1530a0931ab3d46,DESKTOP,"user by-session,user by-session,user by-session,user by-session","13:44:42,13:44:42,13:44:43,13:45:24","N,N,N,C"
2016-02-22T13:39:10.877-0500,3,wish,4f01de271515a5cb53348e4,DESKTOP,"user by-session,user by-session,user by-session","13:39:10,13:39:10,13:39:11","N,N,N"
2016-02-22T13:37:39.172-0500,5,wish,383b85e815003f5b0ce7941,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","13:37:39,13:37:39,13:37:39,13:37:44,13:37:52","N,N,N,N,N"
2016-02-22T13:33:34.905-0500,3,wish,3eb3467f1530a0931ab5e2b,TABLET,"user by-session,user by-session,user by-session","13:33:34,13:33:34,13:33:35","N,N,N"
2016-02-22T13:32:06.009-0500,5,wish,5bc36e2615265902f047978,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session","13:32:06,13:32:06,13:32:06,13:33:13,13:33:16","N,N,N,L,N"
2016-02-22T13:30:28.945-0500,4,wish,4c91a5d51530a0bd0184bab,DESKTOP,"user by-session,user by-session,user by-session,user by-session","13:30:28,13:30:29,13:30:29,13:30:48","N,N,N,C"
2016-02-22T13:16:13.895-0500,6,wish,1f7108dd152ac0a3e194d75,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","13:16:13,13:16:13,13:16:14,13:16:41,13:16:45,13:17:02","N,N,N,C,N,L"
2016-02-22T13:15:40.259-0500,8,wish,6d185aa115304dce7593c54,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","13:15:40,13:15:40,13:15:41,13:15:59,13:16:02,13:16:17,13:16:19,13:16:26","N,N,N,L,N,L,N,L"
2016-02-22T13:14:06.382-0500,7,wish,3eb3467f1530a0931ab5a02,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","13:14:06,13:14:06,13:14:07,13:14:25,13:14:28,13:14:40,13:14:56","N,N,N,L,N,C,N"
2016-02-22T13:12:24.347-0500,3,wish,4c91a5d51530a0bd0186822,TABLET,"user by-session,user by-session,user by-session","13:12:24,13:12:24,13:12:24","N,N,N"
2016-02-22T13:11:57.574-0500,6,wish,4c91a5d51530a0bd0185ecc,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","13:11:57,13:11:57,13:11:58,13:12:31,13:12:44,13:13:36","N,N,N,C,N,N"
2016-02-22T13:07:41.986-0500,3,wish,4c91a5d515308afb7cb52e1,DESKTOP,"user by-session,user by-session,user by-session","13:07:41,13:07:42,13:07:42","N,N,N"
2016-02-22T13:07:36.358-0500,1,wish,4c91a5d515308afb7cb52e1,DESKTOP,user by-session,13:07:36,N
2016-02-22T13:06:08.598-0500,3,wish,4c91a5d51530a0bd0186363,DESKTOP,"user by-session,user by-session,user by-session","13:06:08,13:06:08,13:06:09","N,N,N"
2016-02-22T12:50:37.310-0500,3,wish,4f01de271515a5cb53348e4,DESKTOP,"user by-session,user by-session,user by-session","12:50:37,12:50:37,12:50:38","N,N,N"
2016-02-22T12:50:08.394-0500,3,wish,4f01de271515a5cb53348e4,DESKTOP,"user by-session,user by-session,user by-session","12:50:08,12:50:08,12:50:09","N,N,N"
2016-02-22T12:49:17.963-0500,3,wish,521391f3152a1a756db597,MOBILE,"user by-session,user by-session,user by-session","12:49:17,12:49:18,12:49:18","N,N,N"
2016-02-22T12:49:17.953-0500,1,wish,521391f3152a1a756db597,MOBILE,user by-session,12:49:17,N
